2025-01-20 13:44:54,E5,28.07912,-15.45268
2025-01-20 13:45:13,E5,28.07912,-15.45270
2025-01-20 13:45:33,E5,28.07912,-15.45271
2025-01-20 13:45:53,E5,28.07911,-15.45271
2025-01-22 18:12:45,E5,28.07999,-15.45241
2025-01-22 18:13:05,E5,28.07999,-15.45241
2025-01-22 18:13:24,E5,28.07999,-15.45241
2025-01-22 18:13:45,E5,28.07999,-15.45241
2025-01-22 18:14:03,E5,28.07999,-15.45242
2025-01-22 18:14:48,E5,28.07999,-15.45242
2025-01-22 18:15:25,E5,28.07999,-15.45242
2025-01-22 18:16:03,E5,28.08000,-15.45242
2025-01-22 18:16:40,E5,28.08000,-15.45241
2025-01-22 18:17:18,E5,28.07999,-15.45241
2025-01-22 18:18:20,E5,28.07999,-15.45241
2025-01-22 18:18:58,E5,28.07999,-15.45241
2025-01-22 18:19:35,E5,28.07999,-15.45241
2025-01-22 18:20:13,E5,28.08000,-15.45241
2025-01-22 18:20:38,E5,28.08000,-15.45241
2025-01-22 18:21:40,E5,28.08000,-15.45241
