2025-01-22 18:23:09,E6,28.07998,-15.45241
2025-01-22 18:25:27,E6,28.08000,-15.45239
2025-01-22 18:26:05,E6,28.08000,-15.45241
2025-01-22 18:26:43,E6,28.08000,-15.45241
2025-01-22 18:27:46,E6,28.07999,-15.45239
2025-01-22 18:28:25,E6,28.07999,-15.45241
2025-01-22 18:29:52,E6,28.07999,-15.45241
2025-01-22 18:30:05,E6,28.07998,-15.45241
2025-01-22 18:30:18,E6,28.07997,-15.45242
2025-01-22 18:30:30,E6,28.07997,-15.45242
2025-01-22 18:30:43,E6,28.07997,-15.45242
2025-01-22 18:31:08,E6,28.07997,-15.45244
2025-01-22 18:31:20,E6,28.07997,-15.45244
